Gene1,Gene2,Score
NFATC2,RPS13,307
NFATC2,LRRC58,307
NFATC2,DCTN6,307
NFATC2,CD53,307
NFATC2,AGMO,306
NFATC2,UFSP2,305
NFATC2,1700029J07RIK,305
NFATC2,USPL1,303
NFATC2,TRIM35,302
NFATC2,TNRC18,302
NFATC2,HPS6,302
NFATC2,EVI2A,302
NFATC2,EVI2,302
NFATC2,RTN4,301
NFATC2,NPR3,301
NFATC2,DPEP2,300
NFATC2,EXOC5,299
NFATC2,B3GAT3,299
NFATC2,ATF4,299
NFATC2,AP5M1,299
NFATC2,SP110,298
NFATC2,SLAMF6,298
NFATC2,IL7R,297
NFATC2,ELP3,297
NFATC2,DCSTAMP,297
NFATC2,LBH,295
NFATC2,NF2,291
NFATC2,GAPT,291
NFATC2,IRF5,290
NFATC2,BCL2A1C,290
NFATC2,PITHD1,289
NFATC2,HSD17B11,289
NFATC2,SLC9A8,288
NFATC2,SYNPO,286
NFATC2,RABGEF1,286
NFATC2,THNSL1,285
NFATC2,PPIP5K2,285
NFATC2,PIP4K2B,285
NFATC2,OLFR433,285
NFATC2,MUM1,285
NFATC2,ENKUR,285
NFATC2,EIF4B,285
NFATC2,LRIF1,282
NFATC2,FXYD2,282
NFATC2,SRPK2,281
NFATC2,CLUAP1,281
NFATC2,1700037C18RIK,281
NFATC2,MTMR11,280
NFATC2,IPO13,280
NFATC2,NUGGC,279
NFATC2,IFT22,279
NFATC2,TMEM79,277
NFATC2,SMG5,277
NFATC2,LRCH4,277
NFATC2,CAMK1D,277
NFATC2,PRKCSH,276
NFATC2,CRYL1,276
NFATC2,CDC42,276
NFATC2,CCL7,276
NFATC2,CCDC151,276
NFATC2,TRA2A,275
NFATC2,PILRA,275
NFATC2,PEPD,274
NFATC2,SRR,273
NFATC2,SMG6,273
NFATC2,NAPA,273
NFATC2,1700017B05RIK,273
NFATC2,GPR68,269
NFATC2,ANGPTL2,269
NFATC2,VPS13B,268
NFATC2,ANXA11,268
NFATC2,CPT1A,267
NFATC2,U2AF2,266
NFATC2,TCF3,266
NFATC2,POP4,266
NFATC2,CDK2AP1,266
NFATC2,MFSD12,264
NFATC2,PLEC,262
NFATC2,DENR,262
NFATC2,SFSWAP,261
NFATC2,HACD4,261
NFATC2,ING1,260
NFATC2,ELMOD2,260
NFATC2,SHISA5,259
NFATC2,KMT5A,259
NFATC2,TSGA10,258
NFATC2,SUSD1,258
NFATC2,SNX33,258
NFATC2,SLAMF9,258
NFATC2,INO80,258
NFATC2,TMPO,257
NFATC2,TM9SF4,256
NFATC2,LARP4,256
NFATC2,COX16,256
NFATC2,CDC25C,256
NFATC2,ACAP1,256
NFATC2,TNFSF14,255
NFATC2,A130010J15RIK,255
NFATC2,TMEM9B,254
NFATC2,PPM1D,254
NFATC2,EEF1G,254
NFATC2,TRAK1,253
NFATC2,SPAG1,253
NFATC2,ORAI2,253
NFATC2,CUL1,253
NFATC2,CTSC,253
NFATC2,TPM3,252
NFATC2,SAP30,252
NFATC2,IER3,252
NFATC2,POLG2,251
NFATC2,AI987944,251
NFATC2,RBM39,250
NFATC2,ISYNA1,250
NFATC2,FXYD5,250
NFATC2,TAX1BP1,249
NFATC2,SKP1A,249
NFATC2,COQ7,249
NFATC2,AP3D1,249
NFATC2,SLC43A3,248
NFATC2,NOLC1,248
NFATC2,MPEG1,248
NFATC2,FCRLB,247
NFATC2,PARP11,246
NFATC2,CHMP4B,246
NFATC2,ZFP91,244
NFATC2,LPXN,244
NFATC2,EMP1,244
NFATC2,CCDC50,244
NFATC2,ZBTB3,242
NFATC2,XRCC4,242
NFATC2,TMEM167,242
NFATC2,MEAF6,242
NFATC2,ISG20,240
NFATC2,TREM1,239
NFATC2,SOCS1,239
NFATC2,POU2F2,239
NFATC2,RPL41,238
NFATC2,LRRC51,238
NFATC2,ABI1,238
NFATC2,UBL3,237
NFATC2,ZC2HC1A,236
NFATC2,PMAIP1,235
NFATC2,GM5416,235
NFATC2,CIART,235
NFATC2,SELENOK,234
NFATC2,RRAGA,234
NFATC2,SCML4,233
NFATC2,LY6A,233
NFATC2,GM6377,233
NFATC2,FBXL19,233
NFATC2,CREM,233
NFATC2,EEA1,232
NFATC2,ANKHD1,232
NFATC2,RND2,231
NFATC2,PFDN2,231
NFATC2,NIT1,231
NFATC2,KLK1B9,231
NFATC2,ITGA4,231
NFATC2,GGA1,231
NFATC2,EPS15,231
NFATC2,GTF2E2,230
NFATC2,OLFR1264,229
NFATC2,AGPAT4,228
NFATC2,TLCD1,227
NFATC2,NEK8,227
NFATC2,AIG1,227
NFATC2,UBE2T,226
NFATC2,STRA6L,226
NFATC2,CYP2C37,226
NFATC2,CD82,226
NFATC2,ZFP110,225
NFATC2,ST3GAL2,225
NFATC2,PIKFYVE,224
NFATC2,IDH1,224
NFATC2,GOSR2,224
NFATC2,PILRB1,223
NFATC2,APBA1,223
NFATC2,DAPP1,222
NFATC2,HJURP,221
NFATC2,DAP,221
NFATC2,A730008H23RIK,221
NFATC2,CCDC117,220
NFATC2,IER2,219
NFATC2,GOT2,218
NFATC2,CIDEB,218
NFATC2,CD300LD,218
NFATC2,AP1S3,217
NFATC2,2610001J05RIK,217
NFATC2,RCSD1,216
NFATC2,VPS28,215
NFATC2,MFSD14B,215
NFATC2,B3GNTL1,215
NFATC2,EIF3D,214
NFATC2,ASNA1,214
NFATC2,GPR82,213
NFATC2,IL1RAP,212
NFATC2,CNRIP1,212
NFATC2,ZFP317,211
NFATC2,PRRC2A,211
NFATC2,OAS3,211
NFATC2,HNRNPLL,211
NFATC2,BCL2A1B,211
NFATC2,TRIM45,210
NFATC2,CCL2,210
NFATC2,WRNIP1,209
NFATC2,SENP8,209
NFATC2,MYO9A,209
NFATC2,MYO1D,209
NFATC2,CELF5,209
NFATC2,BATF2,209
NFATC2,PIGO,208
NFATC2,PHF11B,208
NFATC2,RAB3A,207
NFATC2,CSTF2T,207
NFATC2,CHIT1,207
NFATC2,RANBP2,206
NFATC2,TMEM229B,205
NFATC2,PYGB,205
NFATC2,LMBRD1,205
NFATC2,GM5544,205
NFATC2,SPZ1,204
NFATC2,SELENOT,204
NFATC2,SCRT2,204
NFATC2,NR1H2,204
NFATC2,DBI,204
NFATC2,3110009E18RIK,204
NFATC2,ZC3H3,203
NFATC2,TMEM268,203
NFATC2,PIK3R6,203
NFATC2,OAS1A,203
NFATC2,MRPL11,203
NFATC2,UQCRC1,202
NFATC2,SLC11A1,202
NFATC2,GON4L,202
NFATC2,DNTTIP2,202
NFATC2,ARL15,202
NFATC2,TRP53RKB,201
NFATC2,SLFN8,201
NFATC2,GIGYF2,201
NFATC2,ZDHHC4,200
NFATC2,NUTF2,200
NFATC2,ZFP954,199
NFATC2,TMEM128,199
NFATC2,THG1L,199
NFATC2,HES3,199
NFATC2,NET1,198
NFATC2,GTF3C2,198
NFATC2,BCL10,198
NFATC2,ZFP658,197
NFATC2,MTMR9,197
NFATC2,IL17D,197
NFATC2,DHX16,196
NFATC2,SUGCT,195
NFATC2,NAA50,195
NFATC2,MZT2,195
NFATC2,MPLKIP,195
NFATC2,VGLL4,194
NFATC2,TTI2,194
NFATC2,PPP6R2,194
NFATC2,ALG9,194
NFATC2,SNRNP200,193
NFATC2,RGCC,193
NFATC2,NDFIP1,193
NFATC2,FAM122A,193
NFATC2,1810024B03RIK,193
NFATC2,GLG1,191
NFATC2,PFDN4,190
NFATC2,NLRP1B,190
NFATC2,YPEL5,188
NFATC2,TSPAN8,188
NFATC2,SRD5A3,188
NFATC2,P2RY14,188
NFATC2,SPRED2,187
NFATC2,MST1R,187
NFATC2,MAP3K14,187
NFATC2,BC052040,187
NFATC2,AAK1,187
NFATC2,MTO1,186
NFATC2,ILF2,186
NFATC2,CEP57,186
NFATC2,ZFP871,185
NFATC2,TXLNB,185
NFATC2,SYVN1,185
NFATC2,PPM1H,185
NFATC2,YARS,184
NFATC2,TOX4,184
NFATC2,S100PBP,184
NFATC2,RAB2B,184
NFATC2,OXSM,184
NFATC2,HSD3B7,184
NFATC2,SIRPA,183
NFATC2,OASL2,183
NFATC2,NDST1,183
NFATC2,CTU1,183
NFATC2,TATDN2,182
NFATC2,SAMD8,182
NFATC2,RELA,182
NFATC2,MTPN,182
NFATC2,DDX23,182
NFATC2,CDK5RAP2,181
NFATC2,MTRF1,180
NFATC2,GLS,180
NFATC2,ENOX2,180
NFATC2,HSPA9,179
NFATC2,H2-L,179
NFATC2,H2-D1,179
NFATC2,CASC3,178
NFATC2,HCCS,177
NFATC2,GNS,177
NFATC2,GM4925,177
NFATC2,ARL1,177
NFATC2,RAB29,176
NFATC2,NUDT15,176
NFATC2,KDM3A,176
NFATC2,UHRF1BP1L,175
NFATC2,SLC2A6,175
NFATC2,S100A4,175
NFATC2,PSMD11,175
NFATC2,HAVCR2,175
NFATC2,ZFP560,174
NFATC2,UBLCP1,174
NFATC2,SP1,174
NFATC2,SLC25A38,174
NFATC2,RAB43,173
NFATC2,NNT,173
NFATC2,CXCL2,173
NFATC2,ATP6V1A,173
NFATC2,TNFSF8,172
NFATC2,FRRS1,172
NFATC2,DPP6,172
NFATC2,CLINT1,172
NFATC2,USP39,171
NFATC2,ZFP622,170
NFATC2,CCDC92,170
NFATC2,ARL8B,170
NFATC2,GHITM,169
NFATC2,FHDC1,169
NFATC2,BRD7,169
NFATC2,UBE2Q2,168
NFATC2,SYNJ2,168
NFATC2,ATF6,168
NFATC2,TMED5,167
NFATC2,KLK1B1,167
NFATC2,CCDC18,167
NFATC2,RWDD1,166
NFATC2,CTSL,166
NFATC2,CCR3,166
NFATC2,TRAPPC4,165
NFATC2,RPS25,165
NFATC2,PPP1R15B,164
NFATC2,BIRC5,164
NFATC2,TMEM38A,163
NFATC2,SMIM7,163
NFATC2,MTCH1,163
NFATC2,LSR,163
NFATC2,CDK5,163
NFATC2,BMF,163
NFATC2,UNC13D,162
NFATC2,TIFAB,162
NFATC2,HEXIM2,162
NFATC2,DDX3X,162
NFATC2,BCL7B,162
NFATC2,RWDD2B,161
NFATC2,TUFM,160
NFATC2,RTCB,160
NFATC2,OASL1,160
NFATC2,MOB3B,160
NFATC2,FAM111A,160
NFATC2,ERCC1,160
NFATC2,ELOC,160
NFATC2,UBE2G2,159
NFATC2,TRIM12C,159
NFATC2,SLC35F5,159
NFATC2,PIGL,159
NFATC2,OARD1,159
NFATC2,NFYA,159
NFATC2,NCOR1,159
NFATC2,LIMS1,159
NFATC2,ZFP956,158
NFATC2,PTGES3L,158
NFATC2,PTCD3,158
NFATC2,POLR1A,158
NFATC2,TFPT,157
NFATC2,TAPBP,157
NFATC2,PRPF31,157
NFATC2,IL18BP,157
NFATC2,COX7A1,157
NFATC2,ZWINT,156
NFATC2,TRIM30A,156
NFATC2,PVR,156
NFATC2,BRAT1,156
NFATC2,BCL2A1A,156
NFATC2,YJU2,155
NFATC2,POLG,155
NFATC2,ZKSCAN5,154
NFATC2,TMCC3,154
NFATC2,NELFA,154
NFATC2,DEPDC5,154
NFATC2,WIPF1,153
NFATC2,TXLNA,153
NFATC2,FIS1,153
NFATC2,TMEM267,152
NFATC2,SLFN2,152
NFATC2,IER3IP1,152
NFATC2,THRAP3,151
NFATC2,RCN2,151
NFATC2,RBM5,151
NFATC2,CLK1,151
NFATC2,TMEM33,150
NFATC2,TBCE,150
NFATC2,EIF3L,150
NFATC2,CEP72,150
NFATC2,PPIH,149
NFATC2,NAT8F4,149
NFATC2,MED27,149
NFATC2,DOK3,149
NFATC2,CAND1,149
NFATC2,SLAMF7,148
NFATC2,PHF5A,148
NFATC2,ACO2,148
NFATC2,ZFP715,147
NFATC2,KLRI2,147
NFATC2,GABPB2,147
NFATC2,CNIH1,147
NFATC2,VPS25,146
NFATC2,DNAH1,146
NFATC2,PSME3,145
NFATC2,IL18RAP,145
NFATC2,CDK11B,144
NFATC2,TANK,143
NFATC2,SERPINB7,143
NFATC2,RPS16,143
NFATC2,REEP3,143
NFATC2,NUAK2,143
NFATC2,TMIGD3,142
NFATC2,SUCNR1,142
NFATC2,GM5431,142
NFATC2,DGKZ,142
NFATC2,SLC4A7,141
NFATC2,RIN3,141
NFATC2,PRKAG2,141
NFATC2,EIF3C,141
NFATC2,VAMP4,140
NFATC2,TTC9C,140
NFATC2,RRP15,140
NFATC2,NHLRC1,140
NFATC2,NADK,140
NFATC2,HNRNPUL2,140
NFATC2,H2-AB1,140
NFATC2,ZSCAN29,139
NFATC2,TTLL1,138
NFATC2,POLR3B,138
NFATC2,PANK3,138
NFATC2,NUDT16,138
NFATC2,MYO18A,138
NFATC2,IKZF2,138
NFATC2,HIST1H3D,138
NFATC2,HIST1H2AD,138
NFATC2,CISH,138
NFATC2,NUDT8,137
NFATC2,ZEB2,136
NFATC2,SKA2,136
NFATC2,PSD4,136
NFATC2,GPR18,136
NFATC2,4932438A13RIK,136
NFATC2,IFT57,135
NFATC2,TK1,134
NFATC2,TALDO1,134
NFATC2,AFMID,134
NFATC2,THOC1,133
NFATC2,STFA3,133
NFATC2,OLFR1511,133
NFATC2,HNRNPA3,133
NFATC2,GNA13,133
NFATC2,DUSP6,133
NFATC2,SLC14A1,132
NFATC2,AFTPH,132
NFATC2,RRM1,131
NFATC2,NDUFAF1,131
NFATC2,GM5861,131
NFATC2,SUSD6,130
NFATC2,PDLIM5,130
NFATC2,F9,130
NFATC2,PNP,129
NFATC2,NUDT5,129
NFATC2,LCP2,129
NFATC2,INTS4,129
NFATC2,CDC123,129
NFATC2,IL12B,128
NFATC2,DPYSL2,128
NFATC2,VRK1,126
NFATC2,TRUB2,126
NFATC2,TNFSF15,126
NFATC2,TBC1D25,125
NFATC2,PAK1IP1,125
NFATC2,YIF1B,124
NFATC2,NAGLU,124
NFATC2,PTPRE,123
NFATC2,POLD4,123
NFATC2,ANP32E,123
NFATC2,ANAPC1,123
NFATC2,ZFP759,122
NFATC2,ZFP708,121
NFATC2,ZFHX2,121
NFATC2,INO80D,121
NFATC2,ZFP655,120
NFATC2,RBM22,120
NFATC2,PEX3,120
NFATC2,ADAT2,120
NFATC2,ZFP639,119
NFATC2,ZFP273,119
NFATC2,TUT1,119
NFATC2,TEC,119
NFATC2,RAD51AP1,119
NFATC2,HAAO,119
NFATC2,D6WSU163E,119
NFATC2,CRYBB1,119
NFATC2,ELOVL1,118
NFATC2,CEP120,118
NFATC2,APLF,118
NFATC2,TBC1D9,117
NFATC2,NLRP3,117
NFATC2,MANBAL,117
NFATC2,FAM126A,116
NFATC2,DBR1,116
NFATC2,IFI27,115
NFATC2,DOCK2,115
NFATC2,NR2C2,114
NFATC2,FUZ,114
NFATC2,CLTA,114
NFATC2,GRIPAP1,113
NFATC2,TMA7,112
NFATC2,CCDC51,112
NFATC2,TBC1D10C,111
NFATC2,PPP1CA,111
NFATC2,CSDE1,111
NFATC2,CHEK2,110
NFATC2,AP3S2,110
NFATC2,ACTR6,110
NFATC2,RIPOR1,109
NFATC2,DHRSX,109
NFATC2,ABI2,109
NFATC2,VAV3,108
NFATC2,TRMO,107
NFATC2,SSB,107
NFATC2,POLR2A,106
NFATC2,PPP2CA,105
NFATC2,MRPL1,105
NFATC2,RNF31,104
NFATC2,PSME2,104
NFATC2,FRYL,104
NFATC2,ATP8B4,104
NFATC2,TXNL4B,102
NFATC2,SGSM3,102
NFATC2,DHX38,102
NFATC2,ZFP97,101
NFKB1,EAPP,389
NFKB1,ALYREF2,435
NFKB1,GTF3C6,492
NFKB1,POLDIP3,244
NFKB1,GRCC10,194
NFKB1,RDM1,163
NFKB1,TNF,149
NFKB1,CXCL2,140
NFKB1,MX1,134
NFKB1,CCL4,127
REL,TMEM267,296
REL,OASL1,260
REL,SCN8A,150
RELA,TNFAIP3,988
RELA,BIRC3,169
RELA,NFKBIZ,427
RELA,NFKBIA,175
RELA,PGGHG,459
RELA,RELB,192
RELA,NADK,806
RELA,GPR84,576
RELA,ABCA1,232
RELA,TGM2,585
RELA,NLRP3,1010
RELA,MALT1,488
RELA,H2-Q8,254
RELA,H2-Q6,254
RELA,ORAI2,204
RELA,H2-Q9,230
RELA,H2-Q7,230
RELA,NFKB2,738
RELA,RALGDS,240
RELA,EBI3,176
RELA,9130401M01RIK,488
RELA,TAPBP,181
RELA,CCNL1,231
RELA,MTMR14,138
RELA,FILIP1L,588
RELA,TNIP3,436
RELA,CLEC4A1,529
RELA,C1S1,176
RELA,ADGRE1,542
RELA,CD302,462
RELA,CAMP,175
RELA,RHOG,108
RELA,CXCL10,237
RELA,IFT57,463
RELA,H2-K1,119
RELA,C1S2,133
RELA,IL1RN,261
RELA,MOCS1,171
RELA,TUFM,124
RELA,TBC1D13,182
RELA,CCL3,1148
RELA,DENND4A,270
RELA,FHIT,229
RELA,IER3,164
RELA,IRAK3,139
RELA,EHD1,226
RELA,RNF14,135
RELA,LRMDA,516
RELA,PHLDB1,219
RELA,IL1B,1109
RELA,SNX10,366
RELA,RELA,320
RELA,CCDC107,146
RELA,ACOD1,539
RELA,CLEC4E,282
RELA,NEURL3,281
RELA,FPR1,1083
RELA,CTSZ,376
RELA,IL15,270
RELA,TNFAIP2,228
RELA,NFKBIB,136
RELA,SIRT2,136
RELA,IGSF6,248
RELA,ZFP719,184
RELA,AMZ2,102
RELA,ZNRF1,217
RELA,C3,307
RELA,CXCL2,169
RELA,LRP11,228
RELA,GBP2,512
RELA,SLFN2,309
RELA,ZMYM6,176
RELA,PTPN23,223
RELA,FAM110A,273
RELA,ZFP811,457
RELA,H2-Q4,152
RELA,N4BP2L1,141
RELA,PRR5L,131
RELA,CD40,126
RELA,GADD45B,289
RELA,MANBAL,196
RELA,CAR13,110
RELA,FCRLB,316
RELA,SPPL2A,143
RELA,GBP5,243
RELA,ATRNL1,225
RELA,TLR2,233
RELA,OLR1,443
RELA,GAS7,209
RELA,SLC39A1,127
RELA,PIGV,321
RELA,CASP4,170
RELA,EIF5A,174
RELA,SEPT11,154
RELA,CMKLR1,247
RELA,SLC15A3,420
RELA,PEA15A,143
RELA,STN1,194
RELA,PAN2,222
RELA,CSDE1,138
RELA,FURIN,321
RELA,TNF,621
RELA,STX6,237
RELA,CLEC12A,112
RELA,SBF2,181
RELA,STK10,168
RELA,THG1L,181
RELA,SNF8,530
RELA,ELMOD2,122
RELA,TNFAIP8,209
RELA,GBP7,246
RELA,CD69,145
RELA,TBK1,255
RELA,IL4I1,165
RELA,NHLRC3,246
RELA,KLHDC10,458
RELA,SHISA5,187
RELA,TMEM39A,129
RELA,TANK,139
RELA,CCNH,108
RELA,CSF1R,416
RELA,ZFP456,225
RELA,GBP3,211
RELA,AGTRAP,242
RELA,RCBTB2,135
RELA,PLEK,297
RELA,CLTC,187
RELA,ITIH1,154
RELA,SAA3,307
RELA,LILRB4A,187
RELA,DGLUCY,275
RELA,NFE2L1,160
RELA,DLGAP4,260
RELA,TGIF1,327
RELA,CYBA,141
RELA,RAB12,209
RELA,OXSM,404
RELA,RAPH1,102
RELA,SERPINA3G,551
RELA,CDC14A,128
RELA,CSF3R,225
RELA,TRIM13,170
RELA,APBA3,490
RELA,ATG10,543
RELA,RABGEF1,139
RELA,OLFR433,360
RELA,NR1D1,294
RELA,DIAPH2,421
RELA,SERPINA3F,551
RELA,PRRC2A,122
RELA,TXNIP,255
RELA,CSF1,148
RELA,PSME2,120
RELA,CFB,667
RELA,GNA13,313
RELA,SPTAN1,146
RELA,DENR,318
RELA,CMTR1,158
RELA,LTV1,114
RELA,B2M,426
RELA,LAIR1,276
RELA,IST1,118
RELA,SLPI,541
RELA,PSMD10,295
RELA,IL7,398
RELA,LIMS1,270
RELA,UBAC2,208
RELA,ZSWIM4,102
RELA,PWP1,482
RELA,PISD,496
RELA,LCN2,685
RELA,SLC30A6,394
RELA,EGLN2,167
RELA,LILR4B,151
RELA,RSL1,103
RELA,DTX4,341
RELA,GCH1,116
RELA,ACTR3,132
RELA,AFF1,166
RELA,NBN,160
RELA,VARS,131
RELA,D17H6S56E-5,131
RELA,NLRC4,184
RELA,TMCO6,229
RELA,UBR4,227
RELA,TFEC,101
RELA,HJURP,111
RELA,A730008H23RIK,111
RELA,SLC17A5,149
RELA,PILRB1,281
RELA,SNX27,108
RELA,ADHFE1,445
RELA,PTGS2,153
RELA,PIRA6,109
RELA,HIVEP1,233
RELA,IL18,104
RELA,BCO2,104
RELA,S1PR2,182
RELA,IL10RB,227
RELA,ZFP91,113
RELA,LPXN,113
RELA,PARP3,184
RELA,ADORA2A,278
RELA,CNPY3,135
RELA,SLC25A10,145
RELA,TMCC3,310
RELA,PILRB2,262
RELA,PROSER1,197
RELA,ITPKB,130
RELA,BABAM2,162
RELA,RAB32,284
RELA,RRP9,184
RELA,ST7,101
RELA,PIRA7,109
RELA,PIRA4,109
RELA,PIRA11,109
RELA,GM14548,109
RELA,RBKS,162
RELA,ERMARD,139
RELA,IFI204,104
RELA,ATXN7L1,145
RELA,IL18RAP,168
RELA,TIMM13,162
RELA,KLHL25,197
RELA,OPA3,152
RELA,GBP6,367
RELA,ZFP821,118
RELA,ALPK1,118
RELA,PLPP1,374
RELA,ZDHHC21,122
RELA,KATNA1,124
RELA,LPCAT2,102
RELA,TOR3A,213
RELA,TIFA,237
RELA,H2-M2,348
RELA,ZFP984,320
RELA,IL12B,187
RELA,HCAR2,159
RELA,FOXP1,152
RELA,LRRC63,121
RELA,LCP1,121
RELA,FAM219A,136
RELA,DOCK10,128
RELA,SYNE2,133
RELA,PRPF40A,159
RELA,ARL6IP6,159
RELA,FRMD4B,245
RELA,SIRPA,152
RELA,LY9,191
RELA,KCNAB1,192
RELA,KLHL24,127
RELA,POLG,118
RELA,CST7,219
RELA,PLA1A,191
RELA,CFP,112
RELA,RUNX1,127
RELA,GPR18,158
RELA,TPBG,538
RELA,MAN1A,284
RELA,IFNB1,126
RELA,TLR9,104
RELA,HGF,211
RELA,GAS2L3,118
RELA,RBM47,161
RELA,EML6,202
RELA,ST3GAL3,174
RELA,F10,119
RELA,ACP5,202
RELA,ALOX12,178
RELA,ATG4A,295
RELA,PBXIP1,510
RELA,TMEM266,156
RELA,DEK,180
RELA,BPI,109
RELA,SLC7A11,350
RELA,TFB1M,181
RELA,XPNPEP3,106
RELA,ST13,106
RELA,RNF181,138
RELA,UBE2L6,115
RELA,SMPD3,108
RELA,KRR1,139
RELA,IL2RG,138
RELA,RAC2,215
RELA,ATP5G2,109
RELA,PILRA,223
RELA,CALHM6,230
RELA,PSMB10,104
RELA,RIN3,128
RELA,PIRA2,165
RELA,H1FX,153
RELA,PTP4A1,123
RELA,LIN9,183
RELA,AHI1,104
RELA,OIP5,102
RELA,NUSAP1,102
RELA,FAM227B,146
RELA,DTWD1,146
RELA,AGO3,151
RELA,RPL24,202
RELA,DLD,164
RELA,ZFP800,151
RELA,PRR14,105
RELA,AZI2,101
RELA,H2-OA,122
RELA,OLFR110,129
RELA,2610001J05RIK,178
RELA,PARP10,106
RELA,LY96,158
RELA,CAPN5,103
RELA,MINDY2,118
RELA,GBP9,803
RELA,CNKSR3,129
RELA,TXNL4A,183
RELA,ZSWIM7,128
RELA,TTC19,128
RELA,SLC2A6,213
RELA,MCEMP1,452
RELA,PIGG,118
RELA,CPD,303
RELA,ATG9A,344
RELA,TMEM63B,154
RELA,MRPL14,154
RELA,IL23A,152
RELA,H2-T10,129
RELA,ATP6V0A1,328
RELA,SH3GLB1,154
RELA,SMG7,119
RELA,PSMA2,283
RELA,MRPL32,283
RELA,TES,221
RELA,SEMA4A,121
RELA,OVOL1,136
RELA,CSF3,239
RELA,PLEKHG1,206
RELA,ZFP516,222
RELA,POPDC2,230
RELA,WHAMM,106
RELA,CCL5,192
RELA,PHETA1,108
RELA,SPOP,207
RELA,ZFP991,380
RELA,LYST,303
RELA,ADPRH,152
RELA,MRPL52,190
RELA,CIC,206
RELA,MTF2,304
RELA,GM13212,191
RELA,ARHGAP11A,135
RELA,YARS,112
RELA,S100PBP,112
RELA,DNAIC1,136
RELA,UBLCP1,115
RELA,ATXN1,224
RELA,ZHX2,132
RELA,RBM7,213
RELA,GM5617,213
RELA,GPR19,254
RELA,IL6,256
RELA,CDV3,299
RELA,UBTF,112
RELA,EXOSC10,227
RELA,H2-M3,169
RELA,PSMD3,102
RELA,ACOX3,149
RELA,ALDH3B1,205
RELA,D16ERTD472E,176
RELA,BRAF,190
RELA,EEF1AKMT1,135
RELA,CCDC71,157
RELA,ANKHD1,106
RELA,STK40,112
RELA,ABCC1,228
RELA,ALG9,275
RELA,PDE7B,150
RELA,ADAMTS4,188
RELA,MRPL54,490
RELA,DAPK3,146
RELA,RETREG1,155
RELA,DOP1B,170
RELA,LRRC49,459
RELA,POLE3,177
RELA,4933430I17RIK,177
RELA,6430571L13RIK,171
RELA,CHMP5,106
RELA,BAG1,106
RELA,AK4,522
RELA,CLCN4,101
RELA,CD2BP2,101
RELA,TNFSF4,114
RELA,RHOQ,135
RELA,ARHGAP22,169
RELA,NOXO1,162
RELA,GFER,162
RELA,MAD2L1,269
RELA,USF1,128
RELA,NUDT17,149
RELA,CD1D1,129
RELA,WASHC1,343
RELA,LSM14A,191
RELA,SLF2,165
RELA,PALB2,103
RELA,DCTN5,103
RELA,CRLF2,173
RELA,DENND5A,202
RELA,BLVRB,146
RELA,CLN5,148
RELA,UBL7,123
RELA,CCL22,136
RELA,LSP1,116
RELA,CR1L,138
RELA,ASCC3,111
RELA,ARNTL,197
RELA,TARM1,124
RELA,REPIN1,147
RELA,CS,271
RELA,CREM,132
RELA,TMBIM6,165
RELA,FLRT3,257
RELA,TMEM150B,108
RELA,MFSD13A,204
RELA,IFI203,128
RELA,BMF,221
RELA,DLGAP5,121
RELA,SLAMF7,240
RELA,MRPL11,119
RELA,PPIP5K2,162
RELA,TM2D1,105
RELA,PARP11,102
RELA,PDSS1,101
RELA,RCCD1,113
RELA,DCP2,115
RELA,PPIA,239
RELA,GIN1,162
RELA,DAPP1,129
RELA,LENG9,111
RELA,TMEM267,119
RELA,TBL1XR1,122
RELA,OSBP,160
RELA,SLC2A3,146
RELA,HNRNPC,344
RELA,IBTK,194
RELA,INO80,115
RELA,E030018B13RIK,142
RELA,IL3RA,127
RELA,OAS1C,125
RELA,OAS1B,125
RELA,CNOT1,330
RELA,CD1D2,112
RELA,UBE2I,134
RELA,KMT5C,177
RELA,KHNYN,138
RELA,CBLN3,138
RELA,SKAP2,131
RELA,POP7,126
RELA,FAM129A,160
RELA,GPATCH3,125
RELA,SYCE1L,114
RELA,HP,129
RELA,G3BP1,202
RELA,DERL2,281
RELA,PPP2R5B,143
RELA,SP1,320
RELA,FYB,247
RELA,MIS12,281
RELA,NTNG2,785
RELA,NUDT14,231
RELA,PPM1M,165
RELA,SUSD2,106
RELA,HERC6,118
RELA,CTSE,155
RELA,TNRC6B,181
RELA,GNAI3,116
RELA,CIITA,105
RELA,IL23R,328
RELA,MBNL1,174
RELA,SIGLEC1,130
RELA,CNP,101
RELA,TMOD3,152
RELA,MYL4,123
RELA,CDC27,123
RELA,VCAM1,106
RELA,PHTF2,134
RELA,SFXN1,194
RELA,ARHGAP17,112
RELA,MVK,121
RELA,MMAB,121
RELA,CAMK2A,171
RELA,P2RX7,157
RELA,ZFP738,118
RELA,CLEC4B1,125
RELA,ARID4A,388
RELA,FMC1,125
RELA,ANXA11,183
RELA,MDFIC,112
RELA,WDR25,106
RELA,WARS,106
RELA,ANAPC5,146
RELA,ZFP869,193
RELA,MAB21L3,147
RELA,MOCOS,113
RELA,SHARPIN,355
RELA,MAF1,355
RELA,PHIP,127
RELA,TRIM12C,105
RELA,DMAC1,222
RELA,ARL6IP5,157
RELA,KATNB1,360
RELA,SF3B6,117
RELA,PRKDC,133
RELA,MCM4,133
RELA,NCDN,212
RELA,AU040320,212
RELA,ZFP433,127
RELA,IFT140,150
