	dim1	dim2
E1664_23	18.552296	35.90447
E1665_23	-18.24116	45.860516
E1666_23	4.214122	-15.367468
E1667_23	26.880342	-9.664929
E1668_23	-1.2743249	18.118715
E1669_23	11.573899	53.0263
E1670_23	20.026794	8.241874
E1671_23	14.5555315	44.522343
E1672_23	4.667925	26.744556
E1673_23	22.89049	-7.999814
E1674_23	27.860794	-3.2724502
E1675_23	17.507607	18.187595
E1676_23	21.727926	33.34827
E1677_23	-12.793307	32.276234
E1678_23	17.769636	29.364645
E1679_23	-10.826325	62.15196
E1680_23	11.6542425	2.6387932
E1681_23	-11.177589	60.78813
E1682_23	30.418436	2.0055344
E1683_23	18.349089	22.456047
E1684_23	24.140182	17.132915
E1685_23	18.147545	33.54644
E1686_23	19.287132	35.06877
E1687_23	26.538662	1.1810578
E1688_23	15.942762	31.367926
E1689_23	17.92138	14.131592
E1690_23	9.328811	53.41417
E1691_23	27.402632	-9.680109
E1692_23	18.371319	36.47157
E1693_23	-8.302275	26.746798
E1694_23	18.571117	31.441893
E1695_23	-1.4582925	50.364365
E1696_23	-12.302533	45.306652
E1697_23	-2.5557048	56.60788
E1698_23	10.37166	55.04747
E1699_23	19.089085	3.424358
E1700_23	12.894339	31.773912
E1701_23	-10.186255	62.30184
E1702_23	11.077682	36.289925
E1703_23	24.620943	26.749075
E1704_23	22.366467	35.85818
E1705_23	-22.526344	24.395706
E1706_23	-8.715955	44.20185
E1707_23	-8.928576	41.165962
E1708_23	24.998835	-0.6187179
E1709_23	-0.88788235	17.972916
E1710_23	8.934148	50.819637
E1711_23	28.228941	-3.3583443
E1712_23	10.337726	-10.19833
E1713_23	-4.8610973	32.712837
E1714_23	20.36492	-3.3084471
E1715_23	-18.81746	46.264614
E1716_23	-20.582756	32.73066
E1717_23	23.02836	16.369068
E1718_23	-13.805916	64.94454
E1719_23	-11.856506	37.269093
E1720_23	-5.8930907	64.39202
E1721_23	-13.449752	49.59793
E1722_23	-10.76964	60.131172
E1723_23	-9.61553	39.69616
E1724_23	-20.42237	32.438065
E1725_23	8.966713	54.085606
E1726_23	-10.14612	56.631298
E1727_23	2.1140747	41.10799
E1728_23	22.60787	19.779894
E1729_23	12.1101885	45.472485
E1730_23	-16.964808	50.879166
E1731_23	-9.469174	61.99229
E1732_23	13.805889	44.951145
E1733_23	-14.222802	30.501352
E1734_23	9.248808	54.51605
E1735_23	-10.288799	63.39131
E1736_23	-11.160666	55.997696
E1737_23	-10.894932	61.575455
E1738_23	11.873525	40.409103
E1739_23	11.234083	39.912254
E1740_23	-10.079133	43.512917
E1741_23	8.356176	53.566868
E1742_23	-1.2786855	51.151405
E1743_23	-15.446444	-17.547586
E1744_23	9.566298	55.76156
E1745_23	21.351994	11.909406
E1746_23	18.00141	41.577316
E1747_23	20.51892	40.0652
E1748_23	20.32673	14.586985
E1749_23	-11.160602	55.994026
E1750_23	-11.310469	63.211544
E1751_23	8.531204	54.310165
E1752_23	-15.33405	61.65118
E1753_23	27.846334	14.60083
E1754_23	22.437391	29.199081
E1755_23	23.276531	9.75241
E1756_23	-16.122538	43.368385
E1757_23	-9.703258	39.13133
E1758_23	-4.8973384	64.53045
E1759_23	9.572056	54.13786
E1760_23	-23.024864	20.396032
E1761_23	14.333243	43.939034
E1762_23	-9.504857	53.032867
E1763_23	-11.34014	62.606304
E1764_23	21.420368	33.558857
E1765_23	20.8141	38.115063
E1766_23	11.166149	57.52152
E1767_23	9.059288	55.865227
E1768_23	-5.89315	64.392685
E1769_23	-6.7229314	47.408264
E1770_23	-12.771937	50.413998
E1771_23	-5.5781655	66.35936
E1772_23	16.363583	45.73105
E1773_23	-18.772678	46.628315
E1774_23	-11.34274	56.201916
E1775_23	-11.640473	63.944027
E1776_23	22.80475	7.220175
E1777_23	23.137503	0.20736633
E1778_23	8.630564	57.72905
E1779_23	8.933339	50.820705
E1780_23	22.975437	17.47428
E1781_23	8.969806	55.118626
E1782_23	-5.998604	30.974579
E1783_23	9.632044	33.656734
E1784_23	-4.689597	34.04203
E1785_23	14.556378	44.19533
E1786_23	-22.288795	29.533688
E1787_23	-7.8055525	65.2182
E1788_23	16.37923	7.8918314
E1789_23	-18.032612	45.539673
E1790_23	-12.030276	61.71277
E1791_23	-13.835896	45.24777
E1792_23	10.025856	55.468742
E1793_23	22.366638	35.85812
E1794_23	17.514902	29.57027
E1795_23	-17.719175	49.16869
E1796_23	-20.902319	47.576675
E1797_23	-7.1432214	58.74562
E1798_23	20.405207	39.188
E1799_23	3.6780753	49.188835
E1800_23	24.8628	-6.8186274
E1801_23	19.688282	26.173616
E1802_23	-5.8905373	59.709526
E1803_23	-5.3039913	-48.43193
E1804_23	13.885446	32.124435
E1805_23	-7.3627534	47.86668
E1806_23	-12.743465	62.115982
E1807_23	3.5534608	49.55799
E1808_23	20.486032	31.440779
E1809_23	-10.889181	63.807343
E1810_23	23.012894	28.144053
E1811_23	14.056126	47.209812
E1812_23	7.99612	53.99763
E1813_23	-12.247455	61.03415
E1814_23	-3.8177407	54.843502
E1815_23	-6.0862603	59.88723
E1816_23	18.834402	30.386126
E1817_23	20.132608	-3.071338
E1818_23	-15.333037	59.033688
E1819_23	-13.733087	30.88847
E1820_23	19.9206	34.086037
E1821_23	21.20152	3.4996302
E1822_23	14.40909	44.784687
E1823_23	-12.688761	60.337635
E1824_23	8.956845	44.270424
E1825_23	-15.332339	59.033203
E1826_23	3.2720923	51.229916
E1827_23	-18.62467	45.883835
E1828_23	17.51613	29.572891
E1829_23	2.7724702	39.181896
E1830_23	1.2787557	28.643297
E1831_23	6.414572	55.28586
E1832_23	-8.959825	58.369316
E1833_23	-12.125139	60.003113
E1834_23	17.773558	29.369724
E1835_23	-13.876924	30.59997
E1836_23	-8.95975	58.369247
E1837_23	8.578967	55.721516
E1838_23	-13.089567	60.831776
E1839_23	-12.5558195	62.694958
E1840_23	-12.63469	61.51702
E1841_23	-3.5168798	54.308197
E1842_23	-9.979667	38.946823
E1843_23	-11.942673	62.985176
E1844_23	-17.94202	21.239958
E1845_23	-13.403282	61.419907
E1846_23	13.8434	32.097717
E1847_23	-4.50018	53.501442
E1848_23	1.0113163	38.186512
E1849_23	-17.320602	46.00648
E1850_23	-2.9233181	38.86587
E1851_23	-17.910082	47.23645
E1852_23	-11.85522	37.270046
E1853_23	-12.015783	62.32467
E1854_23	26.124702	-7.7256207
E1855_23	14.141637	44.996418
E1856_23	6.105882	53.30761
E1857_23	27.141403	8.635787
E1858_23	22.175043	34.03413
E1859_23	24.580471	-0.94224125
E1860_23	24.037577	9.314267
E1861_23	-12.841189	63.377308
E1862_23	-4.7154045	11.757233
E1863_23	-5.475512	38.24086
E1864_23	26.334526	-9.260179
E1865_23	4.268424	49.034977
E1866_23	4.9429183	57.52849
E1867_23	20.669537	3.8847659
E1868_23	18.014284	14.372491
E1869_23	20.485369	31.442389
E1870_23	-5.823991	59.936787
E1871_23	-13.364828	62.835392
E1872_23	22.657946	-7.342563
E1873_23	11.168103	57.520275
E1874_23	20.221596	19.441027
E1875_24	-11.767084	60.734436
E1876_24	22.216703	26.925983
E1877_24	16.363739	45.730766
E1878_24	-7.805382	65.21822
E1879_24	-8.845565	12.442978
E1880_24	9.562957	45.43775
E1881_24	21.4253	34.20333
E1882_24	-12.247405	63.67483
E1883_24	-17.888693	46.41647
E1884_24	-7.8063054	65.21984
E1885_24	-15.483303	48.598892
